시군명,업체명,도로명주소,지번주소,우편번호,전화번호,관리구분명,WGS84위도,WGS84경도,,,,,,
경기 수원시 권선구,창진가스에너지(주),경기도 수원시 권선구 서수원로 21,경기도 수원시 권선구 오목천동 740-1번지,16640,031-291-4433,자동차충전,37.23326621,126.9810147,,,,,,
경기 수원시 권선구,탑동충전소,경기도 수원시 권선구 서부로 1782,경기도 수원시 권선구 탑동 428-2번지,16611,031-296-5145,자동차충전,37.26776792,126.9720259,,,,,,
경기 수원시 권선구,평동엘피지충전소,경기도 수원시 권선구 매송고색로 864,경기도 수원시 권선구 평동 56-1번지,16645,031-293-5111,자동차충전,37.25767459,126.9974019,,,,,,
경기 수원시 권선구,황계충전소,경기도 수원시 권선구 경수대로 14,경기도 수원시 권선구 대황교동 59-4번지,16661,031-222-0059,자동차충전,37.22936369,127.0240585,,,,,,
경기 수원시 영통구,(주)해월에너지수원충전소,경기도 수원시 영통구 삼성로 319,경기도 수원시 영통구 원천동 294-1번지,16520,031-211-3121,자동차충전,37.26791429,127.0681746,,,,,,
경기 수원시 영통구,(주)희망가스충전소,경기도 수원시 영통구 창룡대로 230,경기도 수원시 영통구 이의동 1175-85번지,16230,031-251-0707,자동차충전,37.29345134,127.0350164,,,,,,
경기 수원시 영통구,광교신도시충전소,경기도 수원시 영통구 광교호수로 101,경기도 수원시 영통구 하동 1033번지 광교신도시충전소,16514,031-216-7149,자동차충전,37.27770734,127.0667763,,,,,,
경기 수원시 영통구,동수원톨게이트충전소,경기도 수원시 영통구 창룡대로 369,경기도 수원시 영통구 이의동 432-1번지 동수원톨게이트충전소,16226,031-257-7332,자동차충전,37.2957476,127.0483949,,,,,,
경기 수원시 장안구,(주)북문가스,경기도 수원시 장안구 팔달로247번길 1,경기도 수원시 장안구 영화동 365-1번지 LPG충전소,16270,031-256-5683,자동차충전,37.28809373,127.011798,,,,,,
경기 수원시 장안구,그린에너지,경기도 수원시 장안구 경수대로 1196,경기도 수원시 장안구 파장동 130번지,16207,031-253-7715,자동차충전,37.3175346,126.9886859,,,,,,
경기 수원시 장안구,북수원톨게이트충전소,경기도 수원시 장안구 경수대로 1184,경기도 수원시 장안구 파장동 127-1번지 주유소,16207,031-251-2367,자동차충전,37.31648932,126.9887607,,,,,,
경기 수원시 장안구,수안엘피지충전소,경기도 수원시 장안구 경수대로 1246,경기도 수원시 장안구 파장동 43-1번지 수안LPG충전소,16201,031-241-5337,자동차충전,37.32220178,126.9882254,,,,,,
경기 수원시 장안구,에스케이수원충전소,경기도 수원시 장안구 경수대로976번길 13,경기도 수원시 장안구 송죽동 202-1번지 SK충전소,16298,031-243-2690,자동차충전,37.30536015,127.004284,,,,,,
경기 수원시 팔달구,극동산업(주),경기도 수원시 팔달구 매산로 40,경기도 수원시 팔달구 매산로2가 62-10번지,16460,031-2545-612,자동차+13kg용기,37.2680228,127.0060177,,,,,,
경기 시흥시,(주)세지에너지,경기도 시흥시 서해안로 120,경기도 시흥시 정왕동 1236-11번지,15094,031-365-5090,자동차충전,37.34226395,126.6999904,,,,,,
경기 시흥시,(주)시흥에너지,경기도 시흥시 서해안로 768,경기도 시흥시 월곶동 765번지,15005,031-432-1521,자동차충전,37.38613437,126.7453979,,,,,,
경기 시흥시,금이LPG충전소,경기도 시흥시 수인로 2681,경기도 시흥시 금이동 81-2번지,14981,031-316-3555,자동차충전,37.40465786,126.8356034,,,,,,
경기 시흥시,목감광명방향충전소,경기도 시흥시 동서로1176번길 55,경기도 시흥시 목감동 112-2번지 ((목감 광명향 휴게소내 주유소)112-5,14935,031-411-0592,자동차충전,37.39262028,126.8710697,,,,,,
경기 시흥시,배곧충전소,경기도 시흥시 서해안로 559,경기도 시흥시 정왕동 1773번지,15010,031-434-7685,자동차충전,37.36921437,126.735358,,,,,,
경기 시흥시,시화충전소,경기도 시흥시 서해안로 596,경기도 시흥시 정왕동 1112번지,15008,031-319-3081,자동차충전,37.37172383,126.7387207,,,,,,
경기 시흥시,시흥목감LPG충전소,경기도 시흥시 수인로 2536,경기도 시흥시 논곡동 29-3번지,14934,031-401-2213,자동차충전,37.40317255,126.8505534,,,,,,
경기 시흥시,시흥하늘 충전소(일산방향),,경기도 시흥시 조남동 190-1번지 102동,14983,031-402-0273,자동차충전,37.38513977,126.8561537,,,,,,
경기 시흥시,시흥하늘 충전소(판교방향),,경기도 시흥시 조남동 198-17번지 102동,14983,031-402-0273,자동차충전,37.38260181,126.8552153,,,,,,
경기 시흥시,포동가스충전소,경기도 시흥시 시흥대로 711,경기도 시흥시 하중동 343-2번지,14971,031-317-7305,자동차충전,37.39982065,126.7926339,,,,,,
경기 시흥시,한일가스산업(주)정왕충전소,경기도 시흥시 서해안로 580,경기도 시흥시 정왕동 1116번지 LPG충전소,15008,031-365-3175,자동차충전,37.37023936,126.7377532,,,,,,
경기 시흥시,헵시바한화충전소,경기도 시흥시 희망공원로 280,경기도 시흥시 정왕동 2167-1번지,15082,031-314-3938,자동차충전,37.34515442,126.7266605,,,,,,
경기 안산시 단원구,(주)극동산업,경기도 안산시 단원구 선이로 39,경기도 안산시 단원구 선부동 1015번지,15223,031-484-6668,자동차충전,37.3434524,126.8007723,,,,,,
경기 안산시 단원구,샛뿔충전소,경기도 안산시 단원구 중앙대로 240,경기도 안산시 단원구 신길동 216-131번지,15406,031-492-9788,자동차충전,37.33468919,126.7691444,,,,,,
경기 안산시 단원구,선감충전소,경기도 안산시 단원구 대부황금로 123,경기도 안산시 단원구 선감동 683-4번지,15652,031-886-9350,자동차충전,37.20289048,126.6441852,,,,,,
경기 안산시 단원구,신길LPG충전소,경기도 안산시 단원구 중앙대로 179,경기도 안산시 단원구 신길동 216-269번지,15397,031-492-8543,자동차충전,37.33435141,126.7612006,,,,,,
경기 안산시 단원구,오제이씨(주),경기도 안산시 단원구 능길로 97,경기도 안산시 단원구 신길동 1052-4번지,15420,031-8686-9457,부탄켄,37.32571939,126.7660483,,,,,,
경기 안산시 단원구,케이와이에너지(주) 느티나무충전소,경기도 안산시 단원구 시흥대로 84-9,경기도 안산시 단원구 선부동 169-1번지,15210,031-432-1026,자동차충전,37.34958367,126.7995751,,,,,,
경기 안산시 단원구,한창충전소,경기도 안산시 단원구 대선로 419,경기도 안산시 단원구 대부남동 309-30번지,15645,031-881-0147,자동차충전,37.23666745,126.5726443,,,,,,
경기 안산시 상록구,(주)경기태평양충전소안산지점,경기도 안산시 상록구 가루개로 181,경기도 안산시 상록구 양상동 247번지,15208,031-413-3557,자동차충전,37.34365873,126.8512244,,,,,,
경기 안산시 상록구,(주)우리에너지,경기도 안산시 상록구 서해로 2938,경기도 안산시 상록구 건건동 431-4번지,15521,031-437-3555,자동차충전,37.31290657,126.9139637,,,,,,
경기 안산시 상록구,(주)일신에너지,경기도 안산시 상록구 수인로 1125,경기도 안산시 상록구 팔곡일동 620번지 (주)일신에너지,15526,031-437-3723,자동차충전,37.30153947,126.8854031,,,,,,
경기 안산시 상록구,(주)중산엘피지,경기도 안산시 상록구 안산천서로6길 24,경기도 안산시 상록구 월피동 483-3번지,15257,031-486-1561,자동차충전,37.33690342,126.8488554,,,,,,
경기 안산시 상록구,SK안산충전소,경기도 안산시 상록구 선진안길 83,경기도 안산시 상록구 사동 1493번지 4동,15633,031-409-6051,용기+자동차+탱크+13kg용기,37.2776989,126.8485198,,,,,,
경기 안산시 상록구,반월가스공업(주),경기도 안산시 상록구 충정공길 6,경기도 안산시 상록구 사사동 142-1번지 반월가스공업(주),15523,031-419-3551,용기+자동차+13kg용기,37.29846257,126.9260584,,,,,,
경기 안산시 상록구,반월충전소,경기도 안산시 상록구 서해로 2833,경기도 안산시 상록구 사사동 471-3번지,15521,031-419-0142,자동차충전,37.30439664,126.9157031,,,,,,
경기 안산시 상록구,우일에너지(주)안산성원충전소,경기도 안산시 상록구 수인로 1848,경기도 안산시 상록구 장상동 431-3번지,15201,031-411-8831,자동차충전,37.34893164,126.8712311,,,,,,
경기 안산시 상록구,해안로충전소,경기도 안산시 상록구 해안로 738,경기도 안산시 상록구 사동 1640-6번지,15596,031-419-5145,자동차충전,37.28745891,126.828806,,,,,,
경기 안성시,(주)계동에너지,경기도 안성시 안성맞춤대로 857,경기도 안성시 계동 76-3번지,17595,031-6772-179,자동차충전,36.99078485,127.2691008,,,,,,
경기 안성시,(주)성림가스,경기도 안성시 원곡면 청원로 1798,경기도 안성시 원곡면 내가천리 160-15번지,17556,031-653-6886,용기+자동차+탱크+13kg용기,37.04066154,127.1188526,,,,,,
경기 안성시,(주)소모에너지엔테크놀러지칠곡주유소,경기도 안성시 원곡면 남북대로 1201-7,경기도 안성시 원곡면 칠곡리 613-6번지 칠곡충전소,17555,031-618-1325,자동차충전,37.04480533,127.156302,,,,,,
경기 안성시,(주)우진에너지,경기도 안성시 미양면 안성맞춤대로 621,경기도 안성시 미양면 구수리 198-10번지,17600,031-677-0600,자동차충전,36.97390927,127.2553214,,,,,,
경기 안성시,(주)이엘에스 양변엘피지충전소,경기도 안성시 미양면 안성대로 321,경기도 안성시 미양면 양변리 211-4번지,17604,031-673-5179,자동차충전,36.95143143,127.2444872,,,,,,
경기 안성시,(주)이지스에너지,경기도 안성시 공도읍 서동대로 4287-12,경기도 안성시 공도읍 만정리 290-7번지,17550,031-653-0036,자동차충전,37.00572047,127.1793284,,,,,,
경기 안성시,(주)진성에너지 안성맞춤LPG충전소,경기도 안성시 안성맞춤대로 1253,경기도 안성시 당왕동 269-11번지,17539,031-671-5100,자동차충전,37.02386896,127.2651558,,,,,,
경기 안성시,(주)청양엘피지 이화충전소,경기도 안성시 보개면 서동대로 5894,경기도 안성시 보개면 상삼리 212-1번지,17508,031-674-9997,자동차충전,37.02795968,127.3399097,,,,,,
경기 안성시,광장엘피지충전소(애경개발),경기도 안성시 일죽면 서동대로 7184,경기도 안성시 일죽면 월정리 718-1번지 광장충전소,17530,031-676-4495,자동차충전,37.08426114,127.4490087,,,,,,
경기 안성시,구도일충전소,경기도 안성시 삼죽면 서동대로 6210,경기도 안성시 삼죽면 진촌리 437번지,17516,031-672-2557,자동차충전,37.04651437,127.3640942,,,,,,
경기 안성시,녹박재충전소,경기도 안성시 죽산면 서동대로 6516,경기도 안성시 죽산면 장능리 660-4번지 녹박재충전소,17521,031-673-1038,자동차충전,37.06835613,127.3808951,,,,,,
경기 안성시,대보유통(주) 안성(서울방향)충전소,경기도 안성시 원곡면 경부고속도로 372-1,경기도 안성시 원곡면 산하리 425-1번지,17553,031-664-4096,자동차충전,37.07781148,127.1309072,,,,,,
경기 안성시,서일산업(주) 평송충전소,경기도 안성시 양성면 양성로 527,경기도 안성시 양성면 장서리 382-8번지 평송LPG,17501,031-677-8518,탱크로리,37.0990823,127.2111318,,,,,,
경기 안성시,성원이엔에스 안성충전소,경기도 안성시 대덕면 안성대로 1288,경기도 안성시 대덕면 모산리 359-15번지,17543,031-671-6789,자동차충전,37.03227692,127.238145,,,,,,
경기 안성시,안성맞춤(충주방향)충전소,경기도 안성시 서운면 평택제천고속도로 40,경기도 안성시 서운면 신능리 111-23번지,17606,031-674-4406,자동차충전,36.96810544,127.2742697,,,,,,
경기 안성시,안성맞춤(평택방향)충전소,경기도 안성시 서운면 평택제천고속도로 41,경기도 안성시 서운면 신능리 51-16번지,17606,031-672-9622,자동차충전,36.97031457,127.2745777,,,,,,
경기 안성시,안성에너지,경기도 안성시 대덕면 만세로 77-1,경기도 안성시 대덕면 모산리 396-3번지 안성에너지LPG충전소,17543,031-672-2213,용기+자동차+탱크+13kg용기,37.02600983,127.2371884,,,,,,
경기 안성시,옥산에너지(주) 안성제일충전소,경기도 안성시 대덕면 서동대로 5059,경기도 안성시 대덕면 소현리 297-1번지 안성제일충전소(LPG주유소),17543,031-676-0620,자동차충전,37.02343381,127.2594235,,,,,,
경기 안성시,우리가스충전소,경기도 안성시 안성맞춤대로 898,경기도 안성시 계동 3번지,17596,031-676-2286,자동차충전,36.99402297,127.2701024,,,,,,
경기 안성시,일죽엘피지충전소,경기도 안성시 일죽면 서동대로 7321-11,경기도 안성시 일죽면 월정리 482-3번지 일죽휴게소충전소,17530,031-673-6022,자동차+탱크,37.08759176,127.4603708,,,,,,
경기 안성시,죽산에너지,경기도 안성시 죽산면 서동대로 6725,경기도 안성시 죽산면 두현리 298-27번지,17521,031-675-0066,자동차충전,37.07268535,127.4032864,,,,,,
경기 안성시,태현충전소,경기도 안성시 대덕면 안성대로 1535,경기도 안성시 대덕면 보동리 236-3번지,17541,031-676-5179,자동차충전,37.05128289,127.2482016,,,,,,
경기 안성시,평화엘피지충전소,경기도 안성시 공도읍 서동대로 4068,경기도 안성시 공도읍 승두리 593-6번지,17562,031-656-2900,자동차충전,36.99737888,127.158752,,,,,,
경기 안성시,한국도로공사 안성(부산)주유소-충전소,경기도 안성시 원곡면 경부고속도로 365-1,경기도 안성시 원곡면 반제리 642-5번지,17557,031-651-5385,자동차충전,37.01267382,127.1456106,,,,,,
경기 안성시,한일크린에너지(주),경기도 안성시 안성맞춤대로 872,경기도 안성시 계동 5번지,17596,031-6773-120,자동차+탱크,36.9918232,127.2699742,,,,,,
경기 안양시 동안구,(주)안양엘피지충전소,경기도 안양시 동안구 경수대로 957,경기도 안양시 동안구 비산동 1083번지 LPG안양충전소,13956,031-449-2033,자동차충전,37.39933132,126.9307358,,,,,,
경기 안양시 동안구,동일석유(주)신안엘피지충전소,경기도 안양시 동안구 엘에스로 101,경기도 안양시 동안구 호계동 1028-7번지 신안LP충전소,14119,031-452-9414,자동차충전,37.37103675,126.949675,,,,,,
경기 안양시 동안구,상신가스연료(합),경기도 안양시 동안구 관악대로 283,경기도 안양시 동안구 관양동 1383-6번지 상신가스충전소,13940,031-385-8275,자동차충전,37.40306567,126.9542429,,,,,,
경기 안양시 만안구,(주)삼표에너지 안양충전소,경기도 안양시 만안구 시민대로 45,경기도 안양시 만안구 안양동 206-7번지 GS칼텍스,14088,031-443-7111,용기+자동차+13kg용기,37.38384066,126.9390989,,,,,,
경기 안양시 만안구,에스케이안양충전소,경기도 안양시 만안구 안양로 575,경기도 안양시 만안구 석수동 252-1번지 LPG안양충전소,13904,031-472-1361,용기+자동차+13kg용기,37.4205031,126.906628,,,,,,
경기 양주시,(주)용암엘피지충전소,경기도 양주시 은현면 평화로 1878,경기도 양주시 은현면 용암리 267-4번지,11429,031-863-5145,자동차충전,37.85654449,127.0545328,,,,,,
경기 양주시,(주)한국가스산업,경기도 양주시 광적면 부흥로 137,경기도 양주시 광적면 비암리 693번지,11424,031-878-5643,용기+탱크+13kg용기,37.80846508,126.9210432,,,,,,
경기 양주시,KH에너지(주)직영양주충전소(일산방향),경기도 양주시 장흥면 서울외곽순환고속도로 58,경기도 양주시 장흥면 삼하리 250-16번지,11525,031-871-2997,자동차충전,37.67918126,126.9158008,,,,,,
경기 양주시,뉴송정에너지,경기도 양주시 장흥면 호국로 607,경기도 양주시 장흥면 부곡리 535-16번지,11521,031-855-0051,자동차충전,37.7198486,126.9812244,,,,,,
경기 양주시,모정가스충전소,경기도 양주시 화합로 1547,경기도 양주시 회암동 607-9번지,11463,031-865-5151,자동차충전,37.83834335,127.0779857,,,,,,
경기 양주시,모정제2충전소,경기도 양주시 은현면 화합로 959,경기도 양주시 은현면 선암리 171-1번지 모정제2충전소,11430,031-866-9797,자동차충전,37.86021909,127.0283751,,,,,,
경기 양주시,사과나무충전소,경기도 양주시 부흥로 1881,경기도 양주시 광사동 317번지,11488,031-842-5155,자동차충전,37.79175365,127.0727423,,,,,,
경기 양주시,송추LPG충전소,경기도 양주시 장흥면 호국로 682,경기도 양주시 장흥면 울대리 315번지,11522,031-855-0531,자동차충전,37.7226019,126.9883879,,,,,,
경기 양주시,양주에너지 봉양LPG충전소,경기도 양주시 평화로 2041,경기도 양주시 봉양동 801-6번지,11447,031-864-0070,자동차충전,37.87003895,127.0598408,,,,,,
경기 양주시,양주에너지덕정LPG충전소,경기도 양주시 화합로 1277,경기도 양주시 회정동 522번지,11433,031-859-7863,자동차충전,37.84704146,127.0560562,,,,,,
경기 양주시,에이스산업사,경기도 양주시 백석읍 호명로 135-5,경기도 양주시 백석읍 복지리 397번지,11512,031-879-0661,기타,37.78167145,126.989798,,,,,,
경기 양주시,에이치에너지산업(주),경기도 양주시 동일로 955,경기도 양주시 마전동 291-28번지,11496,031-845-7905,자동차충전,37.77003517,127.0470701,,,,,,
경기 양주시,옥정LPG충전소,경기도 양주시 화합로 1677,경기도 양주시 율정동 596-1번지,11464,031-863-5149,자동차충전,37.83938498,127.0922316,,,,,,
경기 양주시,유양에너지,경기도 양주시 부흥로 1213,경기도 양주시 유양동 698-11번지,11499,031-856-7701,자동차충전,37.79217792,127.0125436,,,,,,
경기 양주시,유양엘피지충전소,경기도 양주시 부흥로 1320,경기도 양주시 유양동 629-3번지,11498,031-842-5030,자동차충전,37.78626913,127.0222812,,,,,,
경기 양주시,회천농협충전소,경기도 양주시 평화로 1855,경기도 양주시 회정동 7-6번지,11435,031-858-8300,자동차충전,37.8548559,127.0537017,,,,,,
경기 양평군,(주)삼호에너지강변충전소,경기도 양평군 옥천면 경강로 1574,경기도 양평군 옥천면 옥천리 934-1번지 강변LPG충전소,12507,031-773-4789,자동차충전,37.50513584,127.4564741,,,,,,
경기 양평군,동부충전소,경기도 양평군 양평읍 경강로 2244,경기도 양평군 양평읍 백안리 333번지,12549,031-774-1422,자동차충전,37.49466704,127.5263699,,,,,,
경기 양평군,새한강에너지,경기도 양평군 옥천면 경강로 1564,경기도 양평군 옥천면 옥천리 931-2번지,12507,031-775-7848,자동차충전,37.50542398,127.4556593,,,,,,
경기 양평군,양평가스충전소,경기도 양평군 양평읍 경강로 2004,경기도 양평군 양평읍 공흥리 696-3번지,12551,031-774-6122,자동차충전,37.50143923,127.5019007,,,,,,
경기 양평군,양평충전소,경기도 양평군 양평읍 경강로 1683,경기도 양평군 양평읍 오빈리 361-4번지,12545,031-771-4478,자동차충전,37.50353518,127.4683208,,,,,,
경기 양평군,용문가스충전소,경기도 양평군 용문면 경강로 3301,경기도 양평군 용문면 광탄리 434-3번지,12513,031-7740-173,자동차충전,37.51092679,127.6257451,,,,,,
경기 여주시,(주)고신통상여주(하)충전소,경기도 여주시 가남읍 여주남로 722,경기도 여주시 가남읍 본두리 689-1번지 여주(하)휴게소,12656,031-881-6132,자동차충전,37.23771889,127.5683102,,,,,,
경기 여주시,(주)여주에너지-여주가스충전소,경기도 여주시 영릉로 148,경기도 여주시 하동 99-2번지,12643,031-8851-100,용기+자동차+탱크+13kg용기,37.2988161,127.6236535,,,,,,
경기 여주시,(주)원일유통여주(상)충전소,경기도 여주시 가남읍 화평길 116,경기도 여주시 가남읍 본두리 677-2번지 여주휴게소,12649,031-881-3655,자동차충전,37.23981034,127.5679852,,,,,,
경기 여주시,(주)유성티엔에스 서여주(양평방향)충전소,경기도 여주시 능서면 중부내륙고속도로 272,경기도 여주시 능서면 매류리 1-48번지,12646,031-885-9764,자동차충전,37.27868001,127.5805187,,,,,,
경기 여주시,(주)한중에너지 직영 한중충전소,경기도 여주시 향교로 9,경기도 여주시 창동 183번지,12626,031-885-1885,자동차충전,37.28899018,127.6326178,,,,,,
경기 여주시,가남LPG충전소,경기도 여주시 가남읍 경충대로 1331,경기도 여주시 가남읍 태평리 205-4번지,12662,031-881-0065,자동차충전,37.20656936,127.5422044,,,,,,
경기 여주시,극동유화(주)대성충전소,경기도 여주시 신륵로 19,경기도 여주시 천송동 555-1번지,12636,031-883-7701,용기+자동차+탱크+13kg용기,37.30102741,127.6521257,,,,,,
경기 여주시,서여주(마산방향)충전소,경기도 여주시 능서면 중부내륙고속도로 271,경기도 여주시 능서면 매류리 1-8번지,12641,031-885-9764,자동차충전,37.27822158,127.5786005,,,,,,
경기 여주시,성신충전소,경기도 여주시 가남읍 경충대로 1402,경기도 여주시 가남읍 태평리 268-12번지,12662,031-884-2024,자동차충전,37.21266297,127.5420275,,,,,,
경기 여주시,여주LPG충전소,경기도 여주시 가남읍 경충대로 900,경기도 여주시 가남읍 은봉리 38-2번지,12663,031-884-7113,용기+자동차+탱크+13kg용기,37.17545844,127.5682654,,,,,,
경기 여주시,연세석유 여주LPG충전소,경기도 여주시 신륵로 164,경기도 여주시 천송동 51-5번지,12613,031-883-8970,자동차충전,37.30228654,127.6675644,,,,,,
경기 여주시,케이와이에너지(주)능서주유소충전소,경기도 여주시 능서면 중부대로 2171,경기도 여주시 능서면 용은리 424-21번지,12607,031-881-4456,자동차충전,37.29684328,127.546847,,,,,,
경기 연천군,KH에너지(주)직영 연천충전소,경기도 연천군 청산면 평화로 195,경기도 연천군 청산면 초성리 366번지,11023,031-835-5760,자동차충전,37.99095771,127.0698927,,,,,,
경기 연천군,만남충전소,경기도 연천군 전곡읍 평화로 464,경기도 연천군 전곡읍 전곡리 159-4번지,11031,031-832-5145,자동차충전,38.01190835,127.068745,,,,,,
경기 연천군,양원리충전소,경기도 연천군 전곡읍 양연로 1115,경기도 연천군 전곡읍 양원리 488-2번지,11040,031-833-5956,자동차충전,37.99786775,127.0291578,,,,,,
경기 연천군,전곡LPG충전소,경기도 연천군 전곡읍 청정로 2503,경기도 연천군 전곡읍 은대리 633-4번지 전곡LPG충전소,11024,031-832-6066,자동차충전,38.02956967,127.0628418,,,,,,
경기 오산시,(주)대원에너지 동서엘피지충전소,경기도 오산시 서동로 65,경기도 오산시 서동 202-4번지 SK LPG동서충전소,18104,031-376-1881,자동차충전,37.14582301,127.03814,,,,,,
경기 오산시,KH에너지(주)직영 오산충전소(과천방향),경기도 오산시 수도권제2순환고속도로 13,경기도 오산시 지곶동 산58-1번지,18102,031-377-5259,자동차충전,37.17900598,127.0363609,,,,,,
경기 오산시,KH에너지(주)직영 오산충전소(동탄방향),경기도 오산시 수도권제2순환고속도로 14,경기도 오산시 금암동 산42-1번지,18102,031-376-5158,자동차충전,37.17581349,127.0382842,,,,,,
경기 오산시,SK동산충전소,경기도 오산시 오산천로 3-9,경기도 오산시 갈곶동 3-1번지,18130,031-377-8228,자동차충전,37.13438817,127.0605581,,,,,,
경기 오산시,삼미충전소,경기도 오산시 경기대로 725,경기도 오산시 내삼미동 587번지 LG 삼미충전소,18112,031-378-1148,자동차충전,37.18282437,127.0494511,,,,,,
경기 오산시,신도시충전소,경기도 오산시 외삼미로 88,경기도 오산시 외삼미동 74-11번지,18111,031-3725-818,자동차충전,37.19317808,127.0605331,,,,,,
경기 오산시,오산대역충전소,경기도 오산시 경기대로 497,경기도 오산시 수청동 616-4번지,18115,031-377-4611,자동차+탱크,37.16749201,127.0640722,,,,,,
경기 오산시,오산엘피지충전소,경기도 오산시 경기대로 146,경기도 오산시 원동 385번지,18144,031-374-2822,자동차충전,37.13750134,127.0738034,,,,,,
경기 오산시,프라자충전소,경기도 오산시 경기동로 197,경기도 오산시 부산동 79-1번지,18148,031-373-5803,자동차충전,37.15929496,127.0936044,,,,,,
경기 용인시 기흥구,(주)대호에너지,경기도 용인시 기흥구 중부대로 208,경기도 용인시 기흥구 영덕동 104-6번지 GS칼텍스대호가스충전소,17095,031-287-7400,자동차충전,37.27112127,127.0904437,,,,,,
경기 용인시 기흥구,(주)한미석유 기흥주유소,경기도 용인시 기흥구 공세로81번길 40,경기도 용인시 기흥구 공세동 273번지 기흥휴게소內,17100,031-286-5182,자동차충전,37.23287364,127.106005,,,,,,
경기 용인시 기흥구,(주)한미석유구성그린LPG충전소,경기도 용인시 기흥구 용구대로 2425,경기도 용인시 기흥구 마북동 502-146번지,16907,031-283-7474,자동차충전,37.30234284,127.1055752,,,,,,
경기 용인시 기흥구,구갈(대천)충전소,경기도 용인시 기흥구 중부대로 514,경기도 용인시 기흥구 구갈동 205-1번지,17066,031-284-1891,자동차충전,37.27414581,127.1217055,,,,,,
경기 용인시 기흥구,그린에너지,경기도 용인시 기흥구 덕영대로 1872,경기도 용인시 기흥구 하갈동 404-2번지 영통그린충전소,17098,031-273-5111,자동차+13kg용기,37.25395683,127.0925213,,,,,,
경기 용인시 기흥구,동백LPG충전소,경기도 용인시 기흥구 동백죽전대로 563,경기도 용인시 기흥구 동백동 406-8번지,16992,031-281-5515,자동차충전,37.28873532,127.1496675,,,,,,
경기 용인시 기흥구,르노삼성자동차(주),경기도 용인시 기흥구 탑실로 61,경기도 용인시 기흥구 공세동 447-4번지 삼성자동차중앙연구소,17084,031-2897-102,자동차사,37.24297314,127.1153896,,,,,,
경기 용인시 기흥구,마북LPG충전소,경기도 용인시 기흥구 용구대로 2294,경기도 용인시 기흥구 마북동 416-6번지,16920,031-284-4164,자동차충전,37.29157829,127.1104376,,,,,,
경기 용인시 기흥구,민속촌엘피지충전소,경기도 용인시 기흥구 사은로 178,경기도 용인시 기흥구 지곡동 607-4번지 외4필지,17088,031-285-1222,자동차충전,37.25483128,127.1252978,,,,,,
경기 용인시 기흥구,반도체충전소,경기도 용인시 기흥구 삼성2로 55,경기도 용인시 기흥구 농서동 144번지,17113,031-287-5187,자동차충전,37.22555153,127.0790122,,,,,,
경기 용인시 기흥구,서일석유(주)기흥서일충전소,경기도 용인시 기흥구 신수로 179,경기도 용인시 기흥구 신갈동 357-2번지,16947,031-283-7016,자동차충전,37.28556166,127.0983526,,,,,,
경기 용인시 기흥구,수원IC LPG충전소,경기도 용인시 기흥구 중부대로 252-1,경기도 용인시 기흥구 영덕동 29-2번지,17095,031-285-4412,자동차충전,37.26968754,127.0955383,,,,,,
경기 용인시 기흥구,수지충전소,경기도 용인시 기흥구 신정로 609,경기도 용인시 기흥구 보정동 474-9번지,16924,031-265-5159,자동차충전,37.3210285,127.1028365,,,,,,
경기 용인시 기흥구,신갈자동차충전소,경기도 용인시 기흥구 용구대로2469번길 51,경기도 용인시 기흥구 보정동 1019-243번지 신갈충전소,16907,031-265-8844,자동차+13kg용기,37.31121863,127.1047051,,,,,,
경기 용인시 기흥구,신갈톨게이트엘피지충전소,경기도 용인시 기흥구 중부대로 261,경기도 용인시 기흥구 영덕동 35-1번지 신갈충전소,16948,031-285-2245,자동차충전,37.27082604,127.0963443,,,,,,
경기 용인시 기흥구,영덕엘피지충전소,경기도 용인시 기흥구 중부대로 131,경기도 용인시 기흥구 영덕동 175-1번지,16950,031-206-8581,자동차충전,37.26914663,127.0825367,,,,,,
경기 용인시 처인구,(주)원일석유 용인(상)충전소,경기도 용인시 처인구 주북로 66-16,경기도 용인시 처인구 고림동 88-1번지 용인(상)휴게소 내 주유소,17039,031-339-2262,자동차충전,37.24809212,127.2369942,,,,,,
경기 용인시 처인구,"(주)원일석유 용인(하)고속도로 주유소,충전소",경기도 용인시 처인구 양지면 주북로94번길 30,경기도 용인시 처인구 양지면 주북리 958-3번지 용인(하)휴게소 내 주유소,17159,031-332-3222,자동차충전,37.24582642,127.2437673,,,,,,
경기 용인시 처인구,(주)한미석유직영유방동엘피지충전소,경기도 용인시 처인구 백옥대로 1260,경기도 용인시 처인구 유방동 502-1번지,17043,031-335-5186,자동차충전,37.24755128,127.2136781,,,,,,
경기 용인시 처인구,(주)한진가스,경기도 용인시 처인구 중부대로 1148,경기도 용인시 처인구 삼가동 250-7번지 LPG한진가스,17091,031-336-4343,자동차충전,37.23954911,127.1728049,,,,,,
경기 용인시 처인구,경안충전소,경기도 용인시 처인구 모현읍 백옥대로 2547,경기도 용인시 처인구 모현읍 왕산리 727번지 SK경안LPG충전소,17035,031-334-2427,자동차충전,37.35047901,127.2482558,,,,,,
경기 용인시 처인구,고려충전소,경기도 용인시 처인구 중부대로 1558,경기도 용인시 처인구 마평동 532번지,17144,031-321-1248,자동차충전,37.232913,127.2176453,,,,,,
